LiteratureID,ReferenceCount,AuthorCount,FundingAgencyCount
85118357689,14,3,2
85118413736,44,8,5
85118418553,65,6,2
85118431291,127,2,0
85118498186,20,3,0
85118499562,104,3,0
85118531758,86,5,0
85118639674,57,7,1
85118655546,48,3,2
85118684781,50,24,4
85118769087,39,5,1
85118782467,41,5,4
85118848310,59,7,4
85119008194,78,2,0
85119043130,39,3,1
85119063644,82,5,12
85119274547,70,5,5
85119324797,66,26,8
85119347300,32,4,0
85119347609,32,10,0
85119381293,12,7,0
85119414361,35,15,2
85119417845,65,8,2
85119428178,33,3,2
85119528900,0,4,0
85119587568,22,11,0
85119610168,67,6,4
85119662503,11,8,13
85119823896,85,8,1
85119926173,10,7,5
85119930862,52,12,4
85119970111,18,2,0
85120072926,54,3,0
85120075965,58,7,7
85120329416,33,1,3
85120344637,33,2,0
85120358082,49,3,2
85120423928,57,5,1
85120495726,41,26,10
85120684433,189,8,7
85120696092,28,7,0
85120718975,56,4,2
85120743756,42,3,3
85120786134,37,2,3
85120898438,84,6,4
85120907790,45,2,2
85121040064,2,6,0
85121044955,88,5,1
85121057023,16,6,0
85121111483,62,5,0
85121280370,32,8,3
85121291749,109,6,1
85121296748,0,5,0
85121442218,103,8,0
85121450329,38,6,1
85121572316,63,2320,1
85121575632,47,7,1
85121638062,70,5,8
85121719004,132,3,0
85121721582,54,8,7
85121764452,21,2,1
85121853632,66,4,0
85121916380,9,3,1
85121957987,10,3,0
85122107782,37,4,0
85122110868,5,7,0
85122163997,18,5,0
85122176273,61,5,0
85122206262,115,5,0
85122290407,39,5,1
85122299713,44,2,0
85122314169,53,4,4
85122468804,30,4,1
85122509700,103,5,1
85122546166,27,8,2
85122623812,27,5,7
85122699677,81,3,2
85122707686,26,3,2
85122770600,26,7,2
85122814201,42,1,0
85122816220,34,4,2
85122823475,22,25,1
85122922246,16,3,0
85122949029,25,4,3
85122965055,26,15,4
85122978976,53,2,3
85123002433,29,2,2
85123037733,33,5,1
85123043149,13,2,1
85123083352,204,7,2
85123243043,29,4,0
85123309350,71,4,0
85123373439,107,5,0
85123377318,83,7,1
85123454780,33,4,1
85123464833,94,24,0
85123519768,20,6,1
85123572309,38,3,5
85123651982,30,2,1
85123694402,13,4,2
85123733643,15,1,1
85123749034,55,5,5
85123756430,22,6,0
85123778938,35,3,1
85123781614,55,5,5
85123894848,29,4,0
85123900912,62,4,0
85123985464,47,10,4
85123993582,10,2,0
85124001265,45,3,1
85124013309,11,2,3
85124058569,35,8,4
85124192713,32,6,0
85124293475,51,10,9
85124295125,84,4,4
85124311969,51,7,0
85124468334,124,3,1
85124518109,50,3,1
85124559855,13,2,0
85124580208,53,9,4
85124588174,35,6,0
85124660000,24,4,0
85124676128,75,8,0
85124742643,19,3,0
85124898073,46,4,1
85124943636,39,4,2
85124974726,18,3,0
85124988656,8,7,3
85125014824,13,5,2
85125042278,21,5,0
85125063558,89,11,4
85125188625,63,8,5
85125220076,46,2,0
85125220713,20,3,2
85125341116,59,6,7
85125426099,65,4,2
85125426567,57,2,3
85125471976,23,6,1
85125538830,38,5,0
85125589544,48,4,6
85125844982,125,2,11
85125851817,33,25,10
85125860352,245,6,1
85125916091,18,3,0
85125943347,24,14,0
85126010702,58,6,1
85126030319,27,5,3
85126173538,87,5,2
85126219989,40,12,3
85126292779,59,5,4
85126329492,53,4,2
85126372087,50,2,0
85126418456,34,6,10
85126539765,32,4,1
85126555684,73,7,0
85126601006,48,10,6
85126680853,40,4,0
85126721654,84,2,0
85126821753,101,4,1
85126920415,39,13,2
85126940849,30,5,6
85127091197,99,9,4
85127193715,75,5,2
85127196099,26,9,0
85127280164,109,11,2
85127293010,12,16,0
85127362995,51,2,1
85127375045,54,5,1
85127430170,123,6,0
85127473643,4,5,3
85127475912,63,4,0
85127532067,73,7,4
85127542537,67,10,0
85127543093,37,1,0
85127562730,36,3,0
85127644489,38,3,0
85127697702,50,7,5
85127926459,0,3,0
85127933105,122,3,1
85127955982,36,2,0
85128000368,11,5,0
85128017713,66,2,0
85128052627,25,2,0
85128220305,35,4,4
85128230598,37,8,1
85128271777,33,6,6
85128308904,154,5,0
85128336511,10,1,0
85128487609,0,4,0
85128496217,27,6,0
85128607491,69,10,5
85128719087,0,2290,0
85128724831,49,5,4
85128747377,51,5,1
85128749598,48,10,3
85128902630,91,6,6
85129053800,34,2,0
85129073305,26,6,0
85129162717,29,4,0
85129182388,78,2,0
85129237912,32,3,2
85129306371,187,4,2
85129338385,29,12,16
85129339199,42,8,1
85129377508,6,5,0
85129513993,29,4,3
85129600697,45,7,2
85129629016,58,2,0
85129701137,20,18,1
85129709996,35,4,2
85129735389,70,9,0
85129917651,39,7,1
85129929732,37,7,4
85129979592,60,5,5
85129989403,33,11,8
85129997050,29,3,0
85130041142,26,11,5
85130212429,55,4,1
85130251131,28,6,1
85130323843,75,2359,1
85130449503,15,7,0
85130563011,54,5,4
85130619724,4,6,2
85130636723,31,4,4
85130637751,72,10,4
85130745287,46,5,4
85130763669,37,5,0
85130933127,37,2,1
85130962131,25,3,3
85130965603,80,3,7
85131006782,40,5,4
85131018617,31,40,4
85131241404,46,6,2
85131268546,42,9,2
85131376634,0,1,0
85131447485,45,3,4
85131457445,40,7,1
85131572084,46,5,2
85131698087,25,5,2
85131714277,56,6,4
85131718503,28,5,1
85131720867,46,2,3
85131739522,27,13,22
85131788460,72,19,9
85131828925,77,7,4
85131902835,61,6,1
85131903008,50,7,3
85131967243,42,6,2
85132047241,27,2,3
85132076333,49,35,5
85132163592,37,2,1
85132178863,75,2,0
85132183078,38,5,1
85132207470,40,10,3
85132208053,319,6,1
85132213409,57,5,7
85132418115,35,8,4
85132434864,40,2,4
85132454074,13,2,1
85132573375,64,2365,100
85132688631,169,11,10
85132816448,36,4,0
85132825215,114,7,7
85132859514,48,21,3
85133100732,30,5,1
85133134878,10,3,0
85133164273,53,3,4
85133215097,22,13,5
85133260370,99,5,1
85133277502,58,7,0
85133350031,15,6,2
85133458057,105,7,5
85133502562,53,7,12
85133649529,33,9,7
85133655166,23,16,0
85133663800,27,2,0
85133687706,29,3,1
85133696906,35,6,3
85133866894,16,2,0
85133904832,45,3,1
85133926641,38,4,0
85133954126,20,12,4
85134215129,151,6,0
85134261571,93,6,0
85134328319,111,2,2
85134398742,72,7,4
85134487146,69,4,6
85134495823,39,3,2
85134560890,15,3,0
85134577850,29,6,2
85134581319,37,10,1
85134685335,25,10,5
85134818608,54,5,5
85134834588,39,6,1
85135017859,162,9,0
85135034115,10,2,0
85135052806,49,9,9
85135072802,41,6,2
85135079226,31,6,3
85135193559,0,10,0
85135209584,51,6,6
85135245774,51,4,2
85135280014,21,3,2
85135428496,43,6,1
85135448358,20,3,0
85135495353,43,4,6
85135578225,15,2,0
85135694636,61,6,1
85135732672,12,5,5
85135832662,75,13,9
85135857839,26,5,6
85135902292,51,5,3
85135986762,43,76,9
85136026197,105,5,1
85136195780,82,8,1
85136325598,10,2,0
85136468385,31,7,2
85136479357,20,7,0
85136531175,35,1,0
85136533985,61,5,4
85136547873,23,7,3
85136565296,5,6,1
85136619553,21,8,4
85136734883,19,3,0
85136879457,34,10,3
85136894604,51,6,0
85136987861,16,21,0
85137008512,37,7,3
85137011782,49,5,2
85137075809,19,1,1
85137122935,42,8,1
85137125890,26,4,2
85137209218,76,2,1
85137297676,164,4,2
85137350425,38,4,2
85137351333,38,1,0
85137419881,74,5,2
85137523943,552,4,0
85137546152,46,4,0
85137558194,45,7,0
85137561882,70,3,3
85137579088,0,2,0
85137580479,13,3,0
85137594876,44,7,3
85137605043,17,4,0
85137773017,9,2,0
85137886621,35,7,5
85137912404,63,4,2
85137915823,97,4,0
85137920388,70,13,9
85137972791,21,5,0
85138059747,64,5,0
85138108039,47,6,1
85138138761,107,3,2
85138148154,56,10,4
85138183020,70,6,1
85138199307,34,2,0
85138350727,55,4,0
85138359855,40,4,0
85138378528,39,7,0
85138459939,9,7,6
85138564993,71,4,2
85138667865,34,8,4
85138719937,61,7,3
85138728572,44,9,1
85138749446,24,4,1
85138759452,79,3,7
85138789451,37,5,2
85138847607,70,5,1
85139030836,34,4,3
85139044043,56,9,1
85139046997,98,13,0
85139068460,79,5,3
85139259417,62,4,7
85139293960,70,13,6
85139328368,150,4,0
85139397138,27,6,3
85139404939,115,2359,1
85139459340,31,3,0
85139514859,52,3,2
85139550560,50,6,7
85139699919,473,3,0
85139785389,58,8,1
85139791806,35,10,6
85139803923,17,3,0
85139870050,28,7,0
85139888738,12,3,0
85139966508,28,6,3
85139978021,31,2,1
85140027804,50,5,1
85140218602,58,2,2
85140273406,48,6,2
85140303211,89,4,3
85140311013,17,2,2
85140330577,82,13,4
85140336433,25,3,0
85140359103,41,3,6
85140454399,116,10,1
85140577156,7,3,0
85140594312,86,4,0
85140595411,62,3,4
85140622721,88,5,0
85140648210,45,2,0
85140785920,48,3,1
85140808290,195,9,1
85140827497,89,2330,1
85140909092,46,6,4
85140917324,29,6,2
85141004370,39,3,3
85141020100,47,5,1
85141094475,69,8,2
85141127739,9,2,0
85141141818,58,11,4
85141190299,54,3,1
85141293256,9,3,0
85141384325,32,4,1
85141385325,13,4,1
85141476144,114,2,0
85141495352,19,17,0
85141626863,38,10,1
85141729890,111,3,4
85141737066,41,5,1
85141740767,86,6,3
85141742528,27,5,2
85141845720,30,8,2
85141847385,23,3,1
85141923912,59,15,1
85141948983,31,5,8
85141994352,48,9,1
85142201274,59,4,0
85142233008,25,7,4
85142272714,47,4,3
85142300242,191,9,2
85142382695,15,3,3
85142400526,138,3,0
85142402212,0,9,0
85142452278,17,3,6
85142460728,66,8,1
85142506875,56,6,4
85142507892,44,3,4
85142646941,0,4,0
85142772848,21,7,3
85142801686,33,7,2
85142810873,35,9,4
85142849542,41,8,2
85143134088,15,2,1
85143184080,33,6,0
85143210223,56,9,3
85143215824,37,3,2
85143416791,44,5,4
85143456074,35,2,0
85143486829,27,6,3
85143501500,29,10,1
85143546804,27,4,1
85143565809,17,2,0
85143719935,54,5,1
85143822576,24,3,3
85143854507,140,3,3
85143988660,74,6,1
85144040114,142,7,3
85144054169,74,2,1
85144079397,31,2,6
85144095096,45,3,1
85144141160,41,17,0
85144166008,98,3,4
85144210720,5,7,0
85144389574,21,134,19
85144508125,54,6,1
85144515201,35,7,2
85144576230,58,6,6
85144627117,19,134,19
85144647612,33,10,7
85144677545,100,5,2
85144719058,40,4,3
85144755649,39,7,1
85144798738,33,3,0
85144835962,70,7,2
85144885374,46,8,5
85145009073,11,136,19
85145204341,57,11,8
85145218380,47,8,5
85145250830,6,607,0
85145345425,62,8,6
85145396458,200,4,7
85145492554,46,6,6
85145507444,28,10,2
85145571123,172,5,3
85145658474,15,6,0
85145663694,79,4,1
85145813246,18,5,3
85145820133,36,4,1
85145831850,13,2,0
85145867436,17,4,0
85145956665,40,7,3
85145966933,49,6,7
85146174274,46,4,2
85146236914,81,7,0
85146273218,12,2,1
85146340281,35,5,3
85146340352,31,8,2
85146364403,24,307,0
85146400785,8,8,0
85146481285,189,15,5
85146590839,167,9,2
85146606465,47,1,0
85146625100,45,5,2
85146746144,40,7,1
85146777071,49,2,2
85146788020,25,5,0
85146790166,57,4,2
85146809637,53,7,2
85146859577,41,5,7
85146937051,5,7,0
85146942252,68,6,3
85146993119,48,4,0
85147045157,0,8,0
85147110096,48,5,0
85147143457,39,8,0
85147143773,43,7,0
85147184654,56,3,2
85147185014,48,6,0
85147251232,15,6,2
85147292357,25,2,0
85147307835,25,6,2
85147388348,33,9,0
85147427223,22,4,4
85147473439,17,8,0
85147652265,27,3,1
85147675309,38,2,0
85147676947,11,2,1
85147690537,36,3,0
85147704042,6,6,1
85147732917,61,4,2
85147793986,77,5,2
85147805893,56,10,1
85147895667,72,4,1
85147931011,57,2,0
85148022393,13,1,0
85148113786,5,2,0
85148295677,40,6,4
85148360461,29,5,2
85148383225,34,4,1
85148479342,26,8,4
85148566599,52,139,0
85148604518,22,3,1
85148607813,10,10,1
85148702916,40,8,3
85148851427,74,6,2
85148858081,70,10,4
85148955012,43,8,5
85149013993,57,6,2
85149067662,39,4,4
85149144802,34,2,4
85149174595,30,5,6
85149317344,61,5,2
85149399676,28,3,3
85149443512,20,4,0
85149481582,134,1,2
85149494229,29,7,1
85149496251,64,7,2
85149643977,32,4,1
85149665989,11,2,0
85149764457,35,6,2
85149770838,55,8,5
85149803076,11,1,1
85149859024,32,10,2
85149875643,57,6,5
85149926144,57,3,2
85150163291,30,8,2
85150190106,90,1,0
85150291598,43,7,1
85150305261,38,1,0
85150387081,67,4,2
85150412410,14,2,0
85150531592,70,21,3
85150696590,28,4,0
85150766843,58,6,0
85150904926,75,4,4
85150923345,30,7,0
85150937831,70,8,1
85151045098,90,11,4
85151130321,26,4,2
85151205115,9,2,0
85151208998,32,7,0
85151238560,59,4,3
85151276961,36,6,2
85151306911,26,5,0
85151366978,58,12,2
85151416107,1,5,2
85151432782,65,7,3
85151481552,14,6,0
85151735721,37,3,0
85151744300,8,9,2
85151811867,60,1,0
85151819885,17,3,1
85151835160,33,8,1
85152104101,41,3,0
85152138745,84,8,2
85152174030,80,4,0
85152329585,0,2,0
85152334807,47,7,4
85152434203,49,4,4
85152440681,45,2,0
85152564394,50,7,5
85152625746,45,6,6
85152724989,35,3,4
85152815799,59,5,0
85152898483,84,6,1
85152914295,49,3,0
85153093669,40,1,0
85153252557,96,13,2
85153370075,32,2,0
85153387379,35,4,6
85153553148,73,22,8
85153559491,75,2,0
85153585368,27,2,0
85153702237,57,11,4
85153710505,9,4,0
85153771104,63,13,1
85153855595,29,2,3
85153933579,163,7,6
85153994179,52,6,0
85154572098,43,7,7
85156118528,88,2,0
85156149520,86,11,6
85156158015,49,4,3
85156228529,54,4,1
85156233104,12,2,0
85156251671,38,11,0
85158152390,10,5,0
85158886116,35,11,19
85158948061,3,3,3
85159061234,57,4,0
85159095240,443,11,4
85159211707,2,16,0
85159293941,45,8,0
85159346334,32,14,8
85159407219,34,9,4
85159458429,24,5,0
85159464803,47,4,1
85159655410,156,48,2
85159791547,71,5,1
85159797784,88,4,9
85159888070,16,2,1
85160048736,23,6,4
85160064238,34,3,1
85160071776,63,2,0
85160253356,106,33,0
85160356049,9,4,0
85160377665,37,5,1
85160398110,38,3,2
85160401428,43,8,4
85160402733,4,6,0
85160417433,37,4,0
85160720145,45,6,3
85160769891,57,3,0
85160828266,9,6,3
85160967173,41,3,0
85161010875,18,13,0
85161054910,74,6,1
85161131598,108,3,0
85161297047,24,4,1
85161434280,66,7,6
85161465355,58,4,6
85161925389,65,5,2
85161966368,43,4,0
85162092675,26,2,0
85162212419,10,4,0
85162226200,28,8,3
85162773963,68,2346,96
85162801064,12,3,0
85162847096,106,5,9
85162889633,25,22,1
85162891205,51,7,9
85162929256,31,3,0
85162944628,20,3,0
85163037692,13,3,0
85163152196,35,4,2
85163217038,35,24,4
85163276805,35,6,3
85163278197,34,2,0
85163315835,35,4,2
85163351344,37,4,5
85163359100,44,2,1
85163395000,46,3,4
85163550802,3,1,0
85163608403,26,2,0
85163703193,38,7,2
85163734847,48,6,3
85163814996,29,10,0
85163884769,42,7,0
85163956700,27,2,0
85163973475,54,11,7
85164002822,38,6,0
85164025554,131,9,7
85164248115,21,3,0
85164291576,95,3,4
85164376244,61,4,6
85164444474,44,10,4
85164460803,21,3,2
85164503835,40,4,1
85164534650,27,5,4
85164674677,57,2,4
85164748652,31,7,4
85164846290,19,26,2
85164977219,8,8,2
85164977664,23,2,2
85165051643,42,6,4
85165093901,20,14,2
85165179798,37,1,0
85165188647,111,5,4
85165289955,40,6,4
85165293613,51,3,1
85165327302,25,8,0
85165356287,35,8,5
85165557992,71,3,0
85165622179,19,4,0
85165622232,14,4,0
85165668888,162,2,0
85165706328,57,4,4
85165720413,42,4,0
85165929707,35,8,16
85165982745,60,5,4
85166001472,73,11,2
85166032881,31,2,0
85166060899,44,9,2
85166183738,57,2329,97
85166230557,45,13,5
85166245739,0,2360,0
85166293136,69,9,2
85166427007,46,5,1
85166519191,46,7,0
85166674423,43,6,7
85166738824,17,7,2
85166753711,24,5,3
85166758302,55,4,0
85167358469,50,3,2
85167415162,38,6,0
85167533172,52,6,0
85167608381,4,3,0
85167780068,37,8,3
85167787657,52,3,2
85167878573,43,3,2
85167965999,122,6,2
85167972224,48,2324,96
85167999411,67,3,0
85168292139,18,9,1
85168464882,17,6,2
85168483053,78,2,2
85168601749,76,7,3
85168642969,133,3,0
85168845448,73,7,0
85169010982,110,74,1
85169070364,89,3,2
85169151764,51,2,3
85169291663,14,4,1
85169295471,0,5,0
85169302277,24,3,0
85169376216,0,4,0
85169389778,107,5,0
85169536377,65,4,5
85169582206,92,2,0
85169584466,180,2,0
85169617387,0,4,0
85169700836,29,4,1
85169780967,47,2,0
85169838469,14,7,1
85170194273,49,4,0
85170270707,44,102,0
85170351428,41,3,0
85170513881,38,2,4
85170540640,77,1,1
