,LiteratureID,ReferenceCount,AuthorCount,FundingAgencyCount,Cluster,PCA1,PCA2
1514,85132816448,36,4,0,4,-0.3703428848829241,-0.17437905178280103
1515,85132825215,114,7,7,2,0.2994993424323993,1.7789853721094566
1516,85132859514,48,21,3,4,-0.13901737422958238,0.10756433495074808
1517,85133100732,30,5,1,0,-0.3411810297118164,-0.3357712573102121
1518,85133134878,10,3,0,0,-0.4746579039077199,-0.8418065933638214
1519,85133164273,53,3,4,4,-0.10121808948289761,0.23457613669935068
1520,85133215097,22,13,5,0,-0.15415433612049823,-0.5716663530240033
1521,85133260370,99,5,1,2,-0.06919494539058446,1.436302769451694
1522,85133277502,58,7,0,4,-0.2781401571127249,0.3896985657332056
1523,85133350031,15,6,2,0,-0.347495620321739,-0.7283035532848283
1524,85133458057,105,7,5,2,0.16205227658253024,1.5618219104767668
1525,85133502562,53,7,12,4,0.31397442675529147,0.17742763148655644
1526,85133649529,33,9,7,4,-0.016133651615456036,-0.30189643689275625
1527,85133655166,23,16,0,0,-0.3996565320114668,-0.5119740411818541
1528,85133663800,27,2,0,0,-0.4094743486453712,-0.40489814725263934
1529,85133687706,29,3,1,0,-0.3487778750022366,-0.36083249460475697
1530,85133696906,35,6,3,4,-0.2176737641072523,-0.2216472222538523
1531,85133866894,16,2,0,0,-0.4528344490444081,-0.6874027022436678
1532,85133904832,45,3,1,4,-0.28570863805818286,0.05008322174582994
1533,85133926641,38,4,0,4,-0.3624592302649174,-0.12301458723897768
1534,85133954126,20,12,4,0,-0.2148508097636328,-0.6157320056718856
1535,85134215129,151,6,0,3,0.0866222736338792,2.7784566645096747
1536,85134261571,93,6,0,2,-0.14200371028831565,1.2888871927387981
1537,85134328319,111,2,2,2,0.02360976537975,1.7384327347734265
1538,85134398742,72,7,4,2,-0.019013334649000097,0.721296559910939
1539,85134487146,69,4,6,2,0.06564927652070342,0.631204726746739
1540,85134495823,39,3,2,4,-0.25837429187778355,-0.11099848629289773
1541,85134560890,15,3,0,0,-0.45494876736270307,-0.7133954320042629
1542,85134577850,29,6,2,0,-0.29231003799569194,-0.36875230147806487
1543,85134581319,37,10,1,4,-0.30445069359525084,-0.15754811885024755
1544,85134685335,25,10,5,0,-0.1478113811656134,-0.49368816374221797
1545,85134818608,54,5,5,4,-0.04263593415805799,0.2526490595866379
1546,85134834588,39,6,1,4,-0.30387707494007776,-0.10494166435169044
